objectid,id,kind,location,creator,title,date,publisher,volume,record company,medium,description,ISBN-10,ISBN-13,OCLC,language,resources,related materials,media,format,filename,source,youtubeid
681,3,journal,E1," Lipman, Jean, ed.", Art in America,," Art in America Co., Inc.","Vol. 57, No. 7",,, Periodical,,,, English, https://www.artnews.com/c/art-in- america/,, Periodical website,image/jpeg,,,
682,4,journal,E1," Baker, Elizabeth C., ed.", Art in America,," Art in America, Inc.","Vol. 63, No. 1",,, Periodical Portrait Issue,,,, English, https://www.artnews.com/c/art-in- america/,, Periodical website,image/jpeg,,,
683,5,journal,E1," Baker, Elizabeth C., ed.", Art in America,," Art in America, Inc.","Vol. 67, No. 1",,, Periodical,,,, English, https://www.artnews.com/c/art-in- america/,, Periodical website,image/jpeg,,,
684,6,journal,E1," Pricco, Evan, ed.", Juxtapoz,," High Speed Productions, Inc.","Vol. 28, No. 1",,,"Periodical Interview with Amani Lewis, Alma Lewis gallery artist, pp. 68-77",,,, English, https://www.almalewis. org/gallery/amani-lewis-reimagining- care/ https://www.juxtapoz.com/,, Alma Lewis website Periodical website,image/jpeg,,,
685,7,journal,E1," Pricco, Evan, ed.", Juxtapoz,," High Speed Productions, Inc.","Vol. 29, No. 2",,, Periodical,,,, English, https://www.juxtapoz.com/,, Periodical website,image/jpeg,,,
686,8,journal,E1," Pricco, Evan, ed.", Juxtapoz,," High Speed Productions, Inc.","Vol. 29, No. 3",,, Periodical,,,, English, https://www.juxtapoz.com/,, Periodical website,image/jpeg,,,
687,9,journal,E1," Pricco, Evan, ed.", Juxtapoz,," High Speed Productions, Inc.","Vol. 30, No. 1",,, Periodical,,,,, https://www.juxtapoz.com/,, Periodical website,image/jpeg,,,
688,10,journal,E1," Enwezor, Okwui, Salah M. Hassan, and Chika Okeke-Agulu, eds.", NKA: Journal of Contemporary African Art,, Duke University Press,No. 35,,, Journal,,,, English, https://read.dukeupress.edu/nka, See African Arts, Publisher website,image/jpeg,,,
689,11,journal,E1," Enwezor, Okwui, Salah M. Hassan, and Chika Okeke-Agulu, eds.", NKA: Journal of Contemporary African Art,, Duke University Press,No. 40,,, Journal,,,, English, https://read.dukeupress.edu/nka, See African Arts, Publisher website,image/jpeg,,,
690,12,journal,Catalogued Box 3," McDonald, Alison, ed.", Gagosian Quaterly,, Gagosian Media,,,, Periodical,,,, English, https://gagosian.com/quarterly/,, Gallery website,image/jpeg,,,
691,13,journal,E1," Lopez Cassell, Dessane, ed.", Seen,, BlackStar Projects,No. 5,,,"Periodical ""A Port within an Island"" by Lizania Cruz, p. 73 Donated by Lizania Cruz, Alma Lewis gallery artist",,,, English, https://www.blackstarfest.org/seen/ https://www.blackstarfest. org/#home https://www.almalewis. org/gallery/lizania-cruz-performing- inquiry/,, Journal website Organization website Alma Lewis website,image/jpeg,,,
692,14,journal,E1," Berns, Marla C., Allen F. Roberts, Mary Nooter Roberts, Gemma Rodrigues, and Doran H. Ross, eds.", African Arts,," The James S. Coleman African Studies Center, University of California, Los Angeles","Vol. 47, No. 3",,, Journal,,,, English, https://www.international.ucla. edu/africa/africanarts/ https://www.international.ucla. edu/asc/home, See NKA: Journal of Contemporary African Art, Journal website Publisher website,image/jpeg,,,
693,15,journal,E1," Berns, Marla C., Patrick A. Polk, Allen F. Roberts, and Mary Nooter Roberts, eds.", African Arts,," The James S. Coleman African Studies Center, University of California, Los Angeles","Vol. 49, No. 4",,, Journal,,,, English, https://www.international.ucla. edu/africa/africanarts/ https://www.international.ucla. edu/asc/home, See NKA: Journal of Contemporary African Art, Journal website Publisher website,image/jpeg,,,
694,16,journal,E1," Ferris, Marcie Cohen, ed.;Teka Selman,  guest editor", Southern Cultures,," Center for the Study of the America South, University of North Carolina Press","Vol. 26, No. 2",,,Journal Art and Vision issue Essay by Jessica Lynne pp. 150-157; signed by the author,,,, English,https://www.southerncultures.org/ https://bwafnewanglevoice.libsyn. com/episode-8-amaza-lee-meredith- love-and-home https://www.jessicalynne.co/,, Journal website Podcast episode Author website,image/jpeg,,,
695,17,journal,E1," Kamarck, Edward, ed.", Arts in Society,," Research Studies and Development in the Arts, The University of Wisconsin Extension Division","Vol. 5, No. 2",,, Journal,,,, English,https://search.library.wisc. edu/digital/AOOZBPVGUMGOPH8H https://search.library.wisc. edu/digital/ANNLREUIR3W3GU8K,, Journal website,image/jpeg,,,
696,18,journal,E1," Spaulding, Val, ed.", Black Art: An International Quarterly,," Black Art, Ltd.",Vol 4. No. 1,,, Journal,,,, English, https://online.hamptonu. edu/product-category/the- international-review-of-african- american-art/black-art-international- quarterly/, See The International Review of African American Art, Journal website,image/jpeg,,,
697,19,journal,E1," Everett, Gwendolyn Harris, guest editor", The International Review of African American Art,, Hampton University Museum,"Vol. 27, No. 4",,,Journal Originally published as Black Art: An International Quarterly Celebrating 150 Years of Art at Howard University,,,, English,https://online.hamptonu. edu/product-category/the- international-review-of-african- american-art/ https://online.hamptonu. edu/product/the-international- review-of-african-american-art-vol- 27-no-4-2017-celebrating-150-years- of-art-at-howard-university/, See Black Art: An International Quarterly, Journal website,image/jpeg,,,
698,20,journal,E1," Sussler, Betsy, ed.", BOMB Magazine,," New Art Publications, Inc.",Issue 158,,, Magazine,,,, English,https://bombmagazine.org/ https://bombmagazine. org/issues/158/,, Magazine website,image/jpeg,,,
699,21,journal,E1," Leider, Philip, ed.", Artforum,, Charles Cowles,"Vol. 7, No. 6",,, Magazine,,,, English, https://www.artforum.com/,, Magazine website,image/jpeg,,,
700,22,journal,E1," Silverstein, Jake, ed.", The New York Times Magazine,,,,,,Magazine The 1619 Project,,,, English,https://www.nytimes. com/interactive/2019/08/14/magazi ne/1619-america-slavery.html https://1619education.org/,, Interactive website Digital education resources,image/jpeg,,,
701,23,journal,E1," Silverstein, Jake, ed.", The New York Times Magazine,,,,,, Magazine The Culture Issue,,,, English,https://www.nytimes. com/issue/magazine/2021/10/15/th e-101721-issue-culture,, Magazine website,image/jpeg,,,
702,24,journal,E1,, T: The New York Times Style Magazine,,,,,," Magazine
Design & Luxury Issue",,,, English,,, Magazine website,image/jpeg,,,
703,25,journal,E1,, T: The New York Times Style Magazine,,,,,," Magazine
Greats Issue",,,, English,,, Magazine website,image/jpeg,,,
704,26,journal,E1,, Studio: The Studio Museum in Harlem Magazine,, Studio Museum in Harlem,,,, Magazine,,,, English,,, Magazine website,image/jpeg,,,
705,27,journal,E1,, Studio: The Studio Museum in Harlem Magazine,, Studio Museum in Harlem,,,, Magazine,,,, English,,, Magazine website,image/jpeg,,,
706,28,journal,E1,, Studio: The Studio Museum in Harlem Magazine,, Studio Museum in Harlem,,,, Magazine,,,, English,,, Magazine website,image/jpeg,,,
707,29,journal,E1,, Studio: The Studio Museum in Harlem Magazine,, Studio Museum in Harlem,,,, Magazine,,,, English,,, Magazine website,image/jpeg,,,
708,30,journal,E1,, Studio: The Studio Museum in Harlem Magazine,, Studio Museum in Harlem,,,, Magazine,,,, English,,, Magazine website,image/jpeg,,,
709,31,journal,E1,, Studio: The Studio Museum in Harlem Magazine,, Studio Museum in Harlem,,,, Magazine,,,, English,,, Magazine website,image/jpeg,,,
710,32,journal,E1,," Sotheby's Contemporary Art, Part II",, Sotheby's New York,Sale 6844,,, Auction catalogue,,,, English,,, Auction house website,image/jpeg,,,
711,33,journal,E1,," Sotheby's Modern and Contemporary African
Art",, Sotheby's London,Sale L18801,,, Auction catalogue,,,, English,,, Auction house website,image/jpeg,,,
712,34,journal,E1,, Elle Decor,, Hearst Magazines,,,," Magazine
The Escapes Issue
Article on Afrofuturist Period Room at the Metropolitan Museum of Art",,,, English,,," Magazine website
Museum website",image/jpeg,,,
713,35,journal,E1,, Vogue,, Condé Nast,"Vol. 208, No. 9",,," Magazine Fashion
Beyonce cover; photo by Tyler Mitchell",,,, English,,, Magazine website Photographer website,image/jpeg,,,
714,36,journal,E1,, Art + Practice,, Art + Practice, Year Three,,, Catalogue Non-profit,,,, English,,, Organization website,image/jpeg,,,
715,37,journal,E1,, Art + Practice,, Art + Practice, Year Four,,, Catalogue Non-profit,,,, English,,, Organization website,image/jpeg,,,
716,38,journal,E1,, Firelei Báez,, Kavi Gupta,,,, Gallery publication,,,, English,,, Gallery website Artist website,image/jpeg,,,
717,39,journal,E1,, Devan Shimoyama,, Kavi Gupta,,,, Gallery publication,,,, English,,"See Book # 232 Devan Shimoyama: Cry, Baby", Gallery website Artist website,image/jpeg,,,
718,40,journal,E1,, Jeffrey Gibson,, Kavi Gupta,,,, Gallery publication,,,, English,,," Gallery website
Artist website",image/jpeg,,,
719,41,journal, Kilolo's office,, Whetstone,,,Vol. 10,,," Magazine
Food",,,, English,,See #42, Magazine website,image/jpeg,,,
720,42,journal, Kilolo's office,, Whetstone,,,Vol. 11,,, Magazine Food,,,, English,,See #41, Magazine website,image/jpeg,,,
721,43,journal,E1,, Afterall,," Central Saint Martins, University of the Arts London; University of Chicago",Issue 6,,, Journal Contemporary art,,,, English,,See #44, Journal website Publisher website,image/jpeg,,,
722,44,journal,E1,, Afterall,," Central Saint Martins, University of the Arts London; University of Chicago",Issue 5,,, Journal Contemporary art,,,, English,,See #43, Journal website Publisher website,image/jpeg,,,
723,45,journal,E1,, The Brooklyn Rail,," Phong H. Bui; The Brooklyn Rail, Inc.",,,, Journal Contemporary art,,,, English,,, Journal website,image/jpeg,,,
724,46,journal, Kilolo's office,, Hambone,,,Issue 15,,," African American art
Sculpture
Literary magazine Thaddeus Mosley Pittsburgh",,,, English,,"See Book #527 Thaddeus
Mosley", Magazine website,image/jpeg,,,
725,1,music,Kilolo's office , Jason Moran,Staged,2015,,,The Vinyl Factory  ,,"https://www.luhringaugustine. com/exhibitions/jason-moran 
https://walkerart.org/calendar/2018/jason- moran 
https://shop.walkerart.org/products/jason- moran-staged-std-edition https://www.luhringaugustine. com/exhibitions/jason-moran",,,,"Jazz
Edition 18/50",,,,image/jpeg,,,
726,2,music,Kilolo's office ,Maya Angelou and Ed Bland,The Poetry of Maya Angelou,1969,,,GWP Records  ,English,,,,,"Poetry
Publisher #: ST 2001 GWP Records",English,,,image/jpeg,,,
727,3,music,Kilolo's office ,Peter Adjaye,Ceremonies Within,2020,,,Music for Architecture; The Vinyl Factory,,https://www.peteradjaye.com/about https://www.barbican.org.uk/whats- on/2020/event/toyin-ojih-odutola-a- countervailing-theory,,,,"Electronic
Soundscape created by Peter Adjaye for Tojin Ojih Odutola's exhibition at The Barbican Publisher #: MFA0003/VF352",,,,image/jpeg,,,
728,4,music,Kilolo's office ,Kahlil Joseph,Flypaper,2018,,,The Vinyl Factory  ,,,,,,Publisher #: VF305,,,,image/jpeg,,,
729,1,studio/museum,E1,Erika Dalya Muhammad,Race in Digital Space,2001,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; Digital technology,,,,English,https://listart.mit.edu/exhibitions/race-digital-space,,,image/jpeg,,,
730,2,studio/museum,E1,Mary Schmidt Campbell; David Driskell; Leslie King Hammond,Ritual and Myth: A Survey of African American Art,1982,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history; LCCN: 8260098,,,,English,,,,image/jpeg,,,
731,3,studio/museum,E1,Mary Schmidt Campbell; Deirdre Bibby,"Red & Black to ""D"": Paintings by Sam Gilliam",1982,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; Artist monograph; LCCN: 8261944,,,,English,https://www.pacegallery.com/artists/sam-gilliam/; https://www.davidkordanskygallery.com/artist/sam-gilliam; https://americanart.si.edu/artist/sam-gilliam-1811; https://www.aaa.si.edu/collections/sam-gilliam-papers-9584,,,image/jpeg,,,
732,4,studio/museum,E1,Leonard Simon,California Black Artists,1977,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history; California,,,,English,https://claremont-courier.com/obituaries/t12208-simon35852/;%20https://digital.library.ucla.edu/catalog/ark:/21198/zz0002vkxj,,,image/jpeg,,,
733,5,studio/museum,E1,"Mary Schmidt Campbell, et al.",An Ocean Apart: American Artists Abroad,1982,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history; LCCN: 8261946,,,,English,,,,image/jpeg,,,
734,6,studio/museum,E1,"Rouse, Terrie S.; C. Daniel Dawson",Introspect: The Photography of Anthony Barboza,1982,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; Artist monograph; African American art history; Photography; LCCN: 8261945,,,,English,https://www.aaa.si.edu/collections/interviews/oral-history-interview-anthony-barboza-15752,,,image/jpeg,,,
735,7,studio/museum,E1,Benny Andews,"Echoes: Prisons, U.S.A.",1976,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history; Prisons,,,,English,https://studiomuseum.org/article/echoes-collaborative-abolitionist-curriculum-chapter-one-haunting; https://www.bennyandrews.com/,,,image/jpeg,,,
736,8,studio/museum,E1,Valerie J. Mercer,"Artists Respond: The ""New World"" Question",1993,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history; Installation art; Performance; ISBN: 0942949099; LCCN: 9385901,,,,English,,,,image/jpeg,,,
737,9,studio/museum,E1,Theodore Gunn; Edward Spriggs,Harlem Artists 69,1969,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history,,,,English,,,,image/jpeg,,,
738,10,studio/museum,E1,Sharon F. Patton,Home: Contemporary Urban Images by Black Photographers,1990,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; African American art history; Photography; LCCN: 9071895; ISBN: 09429490502,,,,English,,,,image/jpeg,,,
739,11,studio/museum,E1,Mary Schmidt Campbell; Deirdre Bibby,Al Loving: Departures,1986,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; Artist monograph; African American art history; Painting; LCCN: 8563728,,,,English,https://www.alloving.org/,,,image/jpeg,,,
740,12,studio/museum,E1,Mary Schmidt Campbell; Henry Geldzahler,Jack Whitten: Ten Years,1982,New York: The Studio Musuem in Harlem,,,,Exhibition catalogue; Artist monograph; African American art history; Painting; LCCN: 8350685,,,,English,https://www.hauserwirth.com/artists/2853-jack-whitten/,,,image/jpeg,,,
741,1,ephemera,Kilolo's office,"Jaar, Alfredo",The Eyes of Gutete Emerita,1996,City Gallery of Contemporary Art (Co,,,,"Portfolio
Edition 382/500, signed by the artist
Exhibition held at City Gallery of Contemporary Art (now CAM Raleigh)
June 7 - Aug 5, 1996
Rwandan genocide
War",,,,English,"https://alfredojaar.net/projects/1996/the-rwanda-project/the-eyes-of-gutete-emerita-stack/
https://camraleigh.org/",,,image/jpeg,,,
742,2,ephemera,Kilolo's office,"Abney, Nina Chanel",UNO: Artiste Series,2020,Mattel,,,,Game,,,,English,https://creations.mattel.com/pages/mattel-creations-past-drop-nina-uno,,,image/jpeg,,,
743,3,ephemera,E1,"Milbourne, Karen E.",From the Deep: In the Wake of Drexciya with Ayana V. Jackson,2023,Smithsonian National Museum of Afr,,,,"Ephemera
Exhibition Ggallery guide brochure
Contemporary art
African art",,,,English; Spanish; French; Portuguese,https://africa.si.edu/exhibitions/current-exhibitions/from-the-deep-in-the-wake-of-drexciya-with-ayana-v-jackson/,,,image/jpeg,,,
744,4,ephemera,Kilolo's office,"Miller, Henry",The Amazing and Invariable Beauford Delaney,1987,Reprint ed. New York: Studio Musuem in Harlem,,,,"African American art
Painting
Essays
Chapbook
Originally published in 1945 by Alicat Book Shop, also appears in ""Remember to Remember"" New York: New Directions, 1947",,,,English,"https://americanart.si.edu/artist/beauford-delaney-1186
http://lesamisdebeauforddelaney.blogspot.com/2017/01/beauford-at-american-cultural-centers.html",,,image/jpeg,,,
